Season,TeamID,avgOffRtg,avgDefRtg,avgNetRtg,avgeFG,avgTOV,avgReb,AvgWin,PointsFor,PointsAgainst,Elo,Margin,Seed
2010,3133,0.880739,0.892547,-0.011808,0.472407,0.298901,0.541798,0.551724,1825,1842,1532.0,-17,20
2010,3135,0.75715,0.904455,-0.147304,0.358795,0.261173,0.467773,0.285714,1493,1800,1415.0,-307,20
2010,3136,0.868843,0.895942,-0.027099,0.430519,0.281059,0.52773,0.448276,1844,1895,1483.0,-51,20
2010,3137,0.781545,0.921446,-0.139901,0.436291,0.329902,0.53145,0.157895,1000,1178,1394.0,-178,20
2010,3138,0.882402,0.951817,-0.069415,0.448208,0.293867,0.519761,0.233333,1879,2038,1384.0,-159,20
2010,3139,0.975304,0.852206,0.123098,0.48256,0.233223,0.506322,0.71875,2169,1903,1596.0,266,20
2010,3140,0.951981,0.846227,0.105754,0.486603,0.247979,0.522708,0.689655,1889,1662,1579.0,227,20
2010,3141,0.942607,0.979551,-0.036945,0.467234,0.244835,0.458564,0.413793,2094,2163,1470.0,-69,20
2010,3142,0.984686,0.918749,0.065936,0.49696,0.239772,0.524081,0.62069,2081,1938,1527.0,143,20
2010,3143,0.938318,0.88923,0.049088,0.427767,0.231253,0.536729,0.580645,2028,1898,1555.0,130,20
2010,3144,0.873967,0.924316,-0.050349,0.442955,0.279596,0.513967,0.448276,1875,1965,1448.0,-90,20
2010,3145,0.821765,0.86402,-0.042255,0.411441,0.246009,0.470451,0.387097,1721,1800,1442.0,-79,20
2010,3146,0.963767,0.916275,0.047492,0.444085,0.240582,0.514874,0.68,1818,1706,1551.0,112,20
2010,3147,0.683913,1.058532,-0.374619,0.39448,0.367373,0.445693,0.068966,1385,2155,1311.0,-770,20
2010,3148,0.856239,0.876472,-0.020233,0.429866,0.281242,0.521676,0.4,1793,1824,1461.0,-31,20
2010,3149,0.89814,0.896649,0.001491,0.453591,0.251376,0.475586,0.518519,1748,1747,1506.0,1,20
2010,3150,0.873152,0.820829,0.052323,0.419034,0.258675,0.527398,0.566667,1881,1792,1541.0,89,20
2010,3151,0.972328,0.88438,0.087948,0.47572,0.225589,0.541379,0.75,2153,1972,1621.0,181,13
2010,3152,0.87716,0.946076,-0.068916,0.472195,0.293786,0.500371,0.333333,1668,1803,1421.0,-135,20
2010,3153,0.871205,0.917837,-0.046632,0.435548,0.240206,0.494965,0.413793,1644,1736,1473.0,-92,20
2010,3155,0.837473,0.92019,-0.082717,0.415842,0.26268,0.488164,0.419355,1967,2132,1478.0,-165,20
2010,3156,0.948927,0.896493,0.052434,0.465159,0.241529,0.513944,0.580645,2066,1960,1551.0,106,15
2010,3157,0.819902,0.88212,-0.062218,0.413541,0.254899,0.462421,0.538462,1421,1517,1504.0,-96,20
2010,3158,0.927785,0.878943,0.048842,0.46025,0.242031,0.510883,0.666667,1712,1618,1549.0,94,20
2010,3159,0.83266,0.932774,-0.100114,0.409312,0.239029,0.494581,0.375,1368,1533,1437.0,-165,20
2010,3160,0.953914,0.95502,-0.001106,0.476917,0.246188,0.485854,0.433333,2009,1997,1473.0,12,20
2010,3161,0.865866,0.911946,-0.046081,0.437714,0.269434,0.490526,0.413793,1759,1847,1458.0,-88,20
2010,3162,0.937613,0.861157,0.076455,0.46019,0.261359,0.530549,0.642857,1839,1701,1551.0,138,20
2010,3163,1.1452,0.662998,0.482202,0.561939,0.208086,0.583849,1.0,2603,1509,1761.0,1094,1
2010,3164,0.776468,0.876974,-0.100507,0.416533,0.289582,0.497371,0.24,1387,1563,1389.0,-176,20
2010,3165,0.83059,1.002388,-0.171799,0.428447,0.287308,0.475397,0.230769,1489,1823,1388.0,-334,20
2010,3166,0.966549,0.869031,0.097519,0.460238,0.220204,0.523661,0.666667,1941,1750,1575.0,191,20
2010,3167,0.9641,0.918901,0.045199,0.48086,0.19579,0.42427,0.555556,2018,1927,1508.0,91,20
2010,3168,0.922446,0.936968,-0.014522,0.416849,0.217305,0.49375,0.46875,2155,2218,1476.0,-63,20
2010,3169,0.806319,0.986058,-0.179739,0.418446,0.279214,0.481851,0.148148,1649,2015,1346.0,-366,20
2010,3170,0.940189,0.975237,-0.035048,0.435885,0.214952,0.486184,0.482759,2282,2388,1495.0,-106,20
2010,3171,0.775829,0.899215,-0.123387,0.381437,0.292701,0.494639,0.407407,1372,1585,1461.0,-213,20
2010,3172,0.912041,0.91139,0.000651,0.473865,0.268442,0.508382,0.461538,1712,1717,1480.0,-5,20
2010,3173,0.972959,0.817802,0.155157,0.465242,0.231255,0.547217,0.807692,1840,1547,1618.0,293,8
2010,3174,0.953007,0.865127,0.08788,0.452907,0.24965,0.532709,0.65625,2020,1846,1570.0,174,20
2010,3175,0.704601,0.883398,-0.178797,0.328901,0.287577,0.475134,0.142857,1309,1635,1361.0,-326,20
2010,3176,0.945366,0.939767,0.0056,0.528558,0.284283,0.528584,0.580645,1941,1929,1528.0,12,20
2010,3177,0.951567,0.898882,0.052685,0.462279,0.242815,0.522437,0.65625,2178,2055,1591.0,123,11
2010,3178,0.90741,0.911542,-0.004131,0.470097,0.233894,0.485886,0.548387,1905,1918,1538.0,-13,20
2010,3179,0.9573,0.945802,0.011497,0.466735,0.233568,0.496078,0.464286,1851,1827,1470.0,24,20
2010,3180,0.928216,0.923549,0.004667,0.455975,0.219581,0.461787,0.566667,1825,1811,1523.0,14,20
2010,3181,0.970282,0.760556,0.209726,0.457585,0.244431,0.556713,0.84375,2291,1762,1680.0,529,2
2010,3182,0.877694,0.860825,0.016869,0.435244,0.238069,0.474777,0.645161,1983,1945,1556.0,38,20
2010,3183,0.960813,0.851156,0.109657,0.450509,0.234428,0.532542,0.6875,2210,1973,1579.0,237,20
2010,3184,0.777292,0.852756,-0.075465,0.427653,0.30573,0.515086,0.392857,1537,1680,1436.0,-143,20
2010,3185,0.945711,0.889325,0.056387,0.436459,0.223813,0.491974,0.703704,1909,1803,1568.0,106,20
2010,3186,0.90757,0.901362,0.006208,0.44547,0.229842,0.495344,0.607143,1813,1815,1528.0,-2,20
2010,3187,0.977417,0.873509,0.103908,0.517801,0.281938,0.534199,0.709677,2255,1992,1573.0,263,20
2010,3188,0.794018,0.944068,-0.150049,0.378608,0.246053,0.461471,0.208333,1376,1646,1404.0,-270,20
2010,3189,0.793617,0.887195,-0.093578,0.411048,0.277922,0.484463,0.333333,1669,1843,1428.0,-174,20
2010,3190,0.993044,0.908377,0.084667,0.46663,0.227064,0.522661,0.741935,2409,2201,1613.0,208,14
2010,3191,0.76962,0.970842,-0.201221,0.390294,0.264321,0.454856,0.133333,1683,2149,1345.0,-466,20
2010,3192,0.836335,0.919717,-0.083382,0.419382,0.250082,0.455984,0.310345,1666,1824,1415.0,-158,20
2010,3193,0.896551,0.890906,0.005645,0.43805,0.22691,0.507487,0.59375,1868,1846,1545.0,22,20
2010,3194,0.93569,0.954513,-0.018822,0.47132,0.232474,0.478493,0.464286,1854,1898,1486.0,-44,20
2010,3195,1.028167,0.851505,0.176662,0.514908,0.208297,0.468273,0.8,2110,1744,1611.0,366,20
2010,3196,0.893015,0.926502,-0.033488,0.441249,0.269128,0.504099,0.466667,1870,1917,1497.0,-47,20
2010,3197,0.849877,0.859679,-0.009802,0.411615,0.281886,0.51603,0.576923,1561,1594,1510.0,-33,20
2010,3198,0.862874,0.893319,-0.030445,0.452993,0.287194,0.516264,0.448276,1759,1829,1485.0,-70,20
2010,3199,1.005172,0.819457,0.185715,0.499876,0.254897,0.547843,0.833333,2234,1803,1655.0,431,3
2010,3200,0.836612,0.954607,-0.117995,0.425926,0.245788,0.473489,0.266667,1678,1893,1385.0,-215,20
2010,3201,1.017627,0.83795,0.179677,0.492357,0.217679,0.509611,0.818182,2424,1999,1653.0,425,13
2010,3202,0.830155,0.951808,-0.121653,0.410407,0.271636,0.47201,0.2,1672,1916,1368.0,-244,20
2010,3203,0.798447,0.943591,-0.145144,0.397501,0.248145,0.488235,0.214286,1535,1822,1393.0,-287,20
2010,3204,0.881806,0.866226,0.01558,0.436413,0.249842,0.485804,0.586207,1693,1667,1542.0,26,20
2010,3205,0.953078,0.81526,0.137818,0.470394,0.238547,0.516629,0.857143,1926,1657,1635.0,269,20
2010,3206,0.788349,0.906143,-0.117794,0.392431,0.270573,0.469499,0.333333,1613,1841,1423.0,-228,20
2010,3207,0.973237,0.834104,0.139133,0.450856,0.231292,0.503726,0.8,2041,1751,1640.0,290,5
2010,3208,0.918963,0.806208,0.112755,0.432844,0.23658,0.511175,0.741935,1952,1691,1594.0,261,5
2010,3209,0.878449,0.832309,0.04614,0.433868,0.241595,0.494537,0.5,1766,1659,1482.0,107,20
2010,3210,0.916893,0.802433,0.11446,0.43069,0.260993,0.548046,0.71875,2119,1845,1606.0,274,6
2010,3211,1.074782,0.765154,0.309628,0.516277,0.206613,0.533192,0.870968,2509,1787,1666.0,722,7
2010,3212,0.823208,0.861397,-0.038189,0.440769,0.312759,0.488587,0.444444,1560,1657,1466.0,-97,20
2010,3214,0.905895,0.787274,0.118621,0.412575,0.222436,0.492317,0.633333,1885,1654,1567.0,231,15
2010,3216,0.95505,0.760583,0.194467,0.455652,0.244205,0.547275,0.870968,1953,1554,1657.0,399,10
2010,3217,0.981498,0.91553,0.065969,0.496739,0.230252,0.492274,0.714286,1925,1795,1588.0,130,20
2010,3218,0.838701,0.97004,-0.131339,0.443762,0.280889,0.494215,0.32,1523,1755,1433.0,-232,20
2010,3219,0.899803,0.880243,0.019561,0.441449,0.236802,0.471881,0.548387,2060,2017,1512.0,43,20
2010,3220,0.857675,0.815258,0.042417,0.440893,0.304587,0.535634,0.59375,1974,1870,1549.0,104,20
2010,3221,0.877383,0.94167,-0.064287,0.421386,0.232713,0.441039,0.3,1201,1298,1435.0,-97,20
2010,3222,0.950711,0.918229,0.032482,0.446932,0.206692,0.486224,0.548387,2167,2066,1536.0,101,20
2010,3223,0.716064,1.046791,-0.330727,0.380764,0.31611,0.431607,0.0,1294,1908,1311.0,-614,20
2010,3224,0.842941,0.887759,-0.044818,0.371203,0.23335,0.511987,0.517241,1649,1726,1503.0,-77,20
2010,3225,0.86728,0.941513,-0.074233,0.426542,0.222942,0.476274,0.354839,1868,2043,1471.0,-175,20
2010,3226,0.848901,0.956086,-0.107184,0.437262,0.262026,0.462671,0.464286,1690,1902,1494.0,-212,20
2010,3227,0.911211,0.939643,-0.028432,0.45179,0.232894,0.498823,0.4,1884,1952,1453.0,-68,20
2010,3228,0.856468,0.844313,0.012155,0.44984,0.264204,0.514265,0.533333,1832,1783,1526.0,49,20
2010,3229,1.031825,0.893323,0.138502,0.502933,0.220071,0.542114,0.774194,2200,1893,1620.0,307,20
2010,3231,0.898923,0.889786,0.009137,0.426724,0.221012,0.465552,0.466667,1980,1964,1491.0,16,20
2010,3232,0.91829,0.893995,0.024295,0.448993,0.23286,0.501121,0.551724,1867,1813,1515.0,54,20
2010,3233,0.89941,0.846759,0.05265,0.441928,0.259386,0.521,0.580645,1997,1884,1533.0,113,20
2010,3234,0.976127,0.928507,0.04762,0.484425,0.23844,0.515135,0.59375,2222,2115,1575.0,107,8
2010,3235,1.049392,0.849352,0.20004,0.503805,0.228322,0.56003,0.75,1846,1502,1612.0,344,4
2010,3236,0.931216,0.935988,-0.004773,0.471139,0.240268,0.481466,0.428571,1806,1816,1456.0,-10,20
2010,3237,0.732845,0.989352,-0.256508,0.393018,0.331551,0.483075,0.071429,1437,1959,1321.0,-522,20
2010,3238,0.720938,0.898068,-0.177131,0.357716,0.31679,0.496287,0.214286,1415,1784,1380.0,-369,20
2010,3239,0.778655,0.850199,-0.071543,0.36826,0.268746,0.497264,0.310345,1692,1826,1426.0,-134,20
2010,3240,0.797445,0.946756,-0.149312,0.398054,0.230021,0.460193,0.285714,1583,1882,1413.0,-299,20
2010,3241,0.996769,0.848426,0.148343,0.456675,0.222719,0.538591,0.8125,2284,1954,1641.0,330,9
2010,3242,0.961434,0.935413,0.026021,0.485517,0.250318,0.514182,0.5,2028,1971,1510.0,57,20
2010,3243,0.954849,0.961057,-0.006208,0.468234,0.216244,0.488939,0.451613,1910,1924,1506.0,-14,20
2010,3244,0.813597,0.920478,-0.106881,0.373017,0.269946,0.494054,0.37931,1725,1980,1454.0,-255,20
2010,3245,0.949349,0.88425,0.065099,0.449736,0.254478,0.522237,0.666667,1984,1858,1567.0,126,20
2010,3246,0.983352,0.780516,0.202836,0.456564,0.210484,0.503856,0.78125,2365,1860,1627.0,505,4
2010,3247,0.795113,0.936058,-0.140944,0.439844,0.285682,0.436963,0.214286,1426,1688,1390.0,-262,20
2010,3248,0.713628,0.936328,-0.2227,0.384362,0.279415,0.429513,0.272727,1027,1348,1427.0,-321,20
2010,3249,0.986346,0.89536,0.090986,0.48044,0.215554,0.491436,0.774194,2307,2081,1613.0,226,14
2010,3250,0.943856,0.783325,0.160531,0.463248,0.226824,0.508108,0.892857,1862,1552,1652.0,310,13
2010,3251,0.997403,0.753625,0.243778,0.497514,0.295324,0.600753,0.827586,1892,1440,1638.0,452,13
2010,3252,0.825458,0.947797,-0.122338,0.412365,0.233468,0.442161,0.172414,1700,1967,1353.0,-267,20
2010,3253,0.927026,0.960877,-0.033851,0.47143,0.241505,0.479502,0.433333,2015,2081,1464.0,-66,20
2010,3254,0.955074,0.889881,0.065193,0.480985,0.258593,0.533923,0.709677,2105,1954,1583.0,151,20
2010,3255,0.827624,0.92155,-0.093926,0.410628,0.262461,0.451939,0.310345,1779,1982,1425.0,-203,20
2010,3256,0.98075,0.842914,0.137836,0.466902,0.224284,0.537436,0.741935,2302,1994,1612.0,308,14
2010,3257,0.903817,0.947461,-0.043644,0.459903,0.29058,0.525985,0.413793,1919,2012,1480.0,-93,20
2010,3258,0.953433,0.983972,-0.030539,0.456852,0.212398,0.477631,0.433333,1960,2020,1466.0,-60,20
2010,3259,0.870693,0.860902,0.009791,0.438633,0.234357,0.476338,0.482759,1773,1767,1488.0,6,20
2010,3260,0.923005,0.956916,-0.033911,0.495279,0.235573,0.463852,0.482759,1786,1868,1485.0,-82,20
2010,3261,1.011403,0.756196,0.255207,0.451858,0.180211,0.534217,0.689655,2012,1512,1584.0,500,7
2010,3263,0.787458,0.931441,-0.143983,0.387615,0.289873,0.505044,0.275862,1582,1879,1398.0,-297,20
2010,3264,0.910721,0.881515,0.029206,0.452143,0.243904,0.457575,0.5,1869,1810,1495.0,59,20
2010,3265,1.009146,0.85772,0.151426,0.478543,0.199607,0.494316,0.787879,2250,1911,1627.0,339,12
2010,3266,0.86149,0.839004,0.022486,0.419437,0.25883,0.511737,0.516129,1899,1859,1519.0,40,20
2010,3267,0.864574,0.909347,-0.044773,0.427305,0.253344,0.517613,0.448276,1720,1800,1467.0,-80,20
2010,3268,0.961091,0.873021,0.08807,0.481951,0.265521,0.55174,0.6,2066,1885,1548.0,181,20
2010,3269,0.900932,0.974855,-0.073923,0.454408,0.271773,0.505921,0.37931,1722,1853,1455.0,-131,20
2010,3270,0.805343,0.921661,-0.116318,0.37952,0.272385,0.513174,0.185185,1647,1900,1371.0,-253,20
2010,3271,0.83266,0.888019,-0.055359,0.422104,0.277467,0.504703,0.423077,1534,1642,1463.0,-108,20
2010,3272,0.88781,0.88074,0.00707,0.436099,0.23383,0.496381,0.566667,1996,1979,1529.0,17,20
2010,3273,0.89504,0.917145,-0.022104,0.449611,0.230508,0.479283,0.466667,1922,2000,1471.0,-78,20
2010,3274,0.984015,0.861863,0.122152,0.457254,0.221097,0.509166,0.566667,2252,1987,1519.0,265,20
2010,3275,0.874772,0.961815,-0.087042,0.443868,0.266898,0.458115,0.3,1968,2142,1427.0,-174,20
2010,3276,0.944834,0.871501,0.073333,0.480322,0.224839,0.50266,0.566667,1965,1813,1542.0,152,20
2010,3277,0.941139,0.824315,0.116824,0.457673,0.243849,0.52979,0.709677,2090,1840,1618.0,250,5
2010,3278,0.905516,0.891955,0.013562,0.425384,0.247094,0.518835,0.433333,1885,1845,1474.0,40,20
2010,3279,1.020431,0.954392,0.06604,0.470246,0.203785,0.500497,0.533333,2116,1956,1525.0,160,20
2010,3280,0.964889,0.838833,0.126056,0.46227,0.219493,0.499981,0.612903,2179,1862,1560.0,317,7
2010,3281,0.901715,0.891217,0.010498,0.414662,0.20889,0.480529,0.4,1857,1827,1465.0,30,20
2010,3282,0.925576,0.933428,-0.007851,0.465923,0.253498,0.512822,0.5,1954,1997,1496.0,-43,20
2010,3283,1.035415,0.955675,0.07974,0.49207,0.227435,0.503654,0.689655,2223,2051,1565.0,172,20
2010,3284,0.88211,0.894125,-0.012015,0.427492,0.255408,0.499321,0.533333,1725,1751,1508.0,-26,20
2010,3285,0.911459,0.921999,-0.01054,0.426798,0.239374,0.507243,0.481481,1713,1734,1487.0,-21,20
2010,3286,0.949003,0.920059,0.028944,0.478702,0.233798,0.511936,0.548387,2217,2152,1515.0,65,20
2010,3287,0.951206,0.867999,0.083207,0.449327,0.214043,0.51075,0.655172,1984,1822,1550.0,162,20
2010,3288,0.857051,0.831742,0.025309,0.420867,0.245431,0.478971,0.555556,1725,1675,1512.0,50,20
2010,3290,0.789086,0.929537,-0.140451,0.385711,0.293007,0.484502,0.230769,1514,1803,1393.0,-289,20
2010,3291,0.803107,0.854186,-0.05108,0.406545,0.292256,0.49326,0.333333,1463,1564,1431.0,-101,20
2010,3292,1.090733,0.861936,0.228797,0.536176,0.216293,0.497843,0.833333,2442,1922,1657.0,520,10
2010,3293,0.931567,0.914031,0.017536,0.453193,0.207496,0.469797,0.413793,2025,2026,1452.0,-1,20
2010,3294,0.910786,0.920238,-0.009452,0.446779,0.239854,0.505576,0.428571,1763,1822,1465.0,-59,20
2010,3295,0.926618,0.896572,0.030046,0.456084,0.248478,0.51322,0.535714,1775,1710,1499.0,65,20
2010,3296,0.908582,0.979595,-0.071014,0.438919,0.245977,0.513172,0.344828,1896,2040,1423.0,-144,20
2010,3298,0.889064,0.865492,0.023572,0.46075,0.259515,0.494021,0.535714,1619,1574,1503.0,45,20
2010,3299,0.980084,0.910676,0.069408,0.471659,0.245847,0.520687,0.655172,2074,1922,1552.0,152,20
2010,3300,0.769948,0.928315,-0.158367,0.410537,0.312884,0.460459,0.346154,1488,1798,1437.0,-310,20
2010,3301,0.890144,0.854254,0.03589,0.427202,0.259838,0.506843,0.606061,2140,2062,1577.0,78,9
2010,3304,1.067476,0.816844,0.250632,0.514625,0.204344,0.532408,0.966667,2322,1755,1713.0,567,1
2010,3305,0.885619,0.877933,0.007686,0.433721,0.284062,0.537129,0.516129,1970,1951,1515.0,19,20
2010,3306,0.846839,0.960261,-0.113421,0.438473,0.258816,0.480676,0.290323,1784,2014,1400.0,-230,20
2010,3307,0.969894,0.88356,0.086334,0.444198,0.190354,0.511466,0.6,1918,1755,1547.0,163,20
2010,3308,0.922611,0.882078,0.040534,0.451909,0.228073,0.48622,0.566667,2047,1954,1518.0,93,20
2010,3309,0.798196,0.895493,-0.097296,0.422985,0.310517,0.515834,0.375,1757,1957,1446.0,-200,20
2010,3310,0.860472,0.920938,-0.060465,0.433407,0.2331,0.450112,0.419355,1824,1967,1474.0,-143,20
2010,3311,0.770346,0.938005,-0.167659,0.38987,0.287458,0.476189,0.148148,1517,1867,1349.0,-350,20
2010,3312,0.823363,0.904707,-0.081344,0.385548,0.266937,0.48711,0.4,1448,1565,1440.0,-117,20
2010,3313,0.751314,0.957995,-0.206682,0.385214,0.274188,0.443994,0.041667,1297,1659,1320.0,-362,20
2010,3314,0.924199,0.837625,0.086575,0.443908,0.251794,0.521656,0.62069,2194,1962,1555.0,232,10
2010,3315,0.930898,0.935604,-0.004706,0.455189,0.263008,0.492764,0.518519,1740,1763,1509.0,-23,20
2010,3316,0.79962,0.836404,-0.036783,0.436157,0.309356,0.508851,0.375,1796,1892,1453.0,-96,20
2010,3317,0.839771,1.00623,-0.166459,0.433936,0.292388,0.477898,0.290323,2025,2433,1418.0,-408,20
2010,3318,0.889661,0.932783,-0.043122,0.451777,0.26291,0.477368,0.419355,1959,2049,1474.0,-90,20
2010,3319,0.838387,0.954637,-0.11625,0.427618,0.24409,0.472774,0.172414,1771,1996,1355.0,-225,20
2010,3320,0.962825,0.931746,0.031079,0.468489,0.230285,0.515426,0.516129,2097,2043,1541.0,54,16
2010,3321,0.929521,0.94732,-0.017799,0.46497,0.247409,0.509337,0.517241,1817,1849,1509.0,-32,20
2010,3322,0.923086,0.918625,0.00446,0.454672,0.241482,0.46802,0.444444,1859,1859,1466.0,0,20
2010,3323,1.012403,0.823846,0.188556,0.491263,0.217314,0.521141,0.84375,2459,1980,1664.0,479,2
2010,3324,0.948433,0.860129,0.088305,0.454216,0.212246,0.51538,0.535714,1883,1739,1517.0,144,20
2010,3325,0.835268,0.914583,-0.079315,0.441943,0.295835,0.501347,0.266667,1723,1894,1401.0,-171,20
2010,3326,1.073154,0.844423,0.228731,0.511632,0.201271,0.537247,0.882353,2647,2091,1687.0,556,2
2010,3328,0.962123,0.902141,0.059983,0.466243,0.223402,0.526495,0.69697,2366,2200,1624.0,166,3
2010,3329,1.016208,0.95191,0.064298,0.458086,0.178778,0.510542,0.6875,2311,2147,1600.0,164,4
2010,3330,0.88571,0.906813,-0.021103,0.444096,0.281057,0.488947,0.580645,1977,2022,1564.0,-45,20
2010,3331,1.031112,0.86922,0.161891,0.503861,0.227177,0.485815,0.733333,2607,2179,1583.0,428,20
2010,3332,1.000206,0.946408,0.053798,0.492791,0.198489,0.470068,0.533333,2442,2288,1502.0,154,20
2010,3333,0.86712,0.91638,-0.049261,0.419413,0.280792,0.533266,0.354839,1746,1844,1433.0,-98,20
2010,3334,0.812356,0.946103,-0.133747,0.42692,0.278517,0.456636,0.214286,1749,2031,1382.0,-282,20
2010,3335,0.716722,0.935278,-0.218556,0.349801,0.267094,0.475539,0.074074,1253,1643,1337.0,-390,20
2010,3336,0.90891,0.885908,0.023002,0.430907,0.238167,0.508661,0.566667,1986,1933,1525.0,53,20
2010,3337,0.908255,0.900214,0.008041,0.405729,0.206284,0.478071,0.645161,2048,2028,1569.0,20,20
2010,3338,0.944189,0.909619,0.034571,0.456096,0.238879,0.524934,0.533333,2061,1954,1513.0,107,20
2010,3339,0.956607,0.919901,0.036705,0.468953,0.22589,0.505291,0.6,2090,2016,1522.0,74,20
2010,3340,0.943507,0.923623,0.019884,0.463419,0.223058,0.49695,0.517241,1975,1938,1509.0,37,15
2010,3341,0.893736,0.827072,0.066664,0.451756,0.279939,0.48408,0.535714,1819,1669,1488.0,150,20
2010,3342,0.706961,0.938248,-0.231286,0.386782,0.358366,0.481785,0.142857,1327,1769,1356.0,-442,20
2010,3343,1.037828,0.757166,0.280662,0.490786,0.205532,0.536714,0.928571,2004,1455,1667.0,549,11
2010,3344,0.907619,0.910768,-0.003149,0.449255,0.218217,0.473216,0.517241,1861,1851,1516.0,10,20
2010,3345,0.855207,0.854954,0.000254,0.436941,0.266595,0.485706,0.466667,1796,1802,1505.0,-6,20
2010,3346,0.839881,0.899953,-0.060071,0.422664,0.284753,0.508628,0.4,1864,2008,1451.0,-144,20
2010,3347,0.776547,0.917914,-0.141367,0.389217,0.271808,0.455797,0.185185,1481,1759,1382.0,-278,20
2010,3348,0.787233,0.909306,-0.122073,0.425568,0.288957,0.492765,0.321429,1481,1729,1422.0,-248,20
2010,3349,0.874981,0.915091,-0.04011,0.416427,0.226709,0.495661,0.433333,1924,2042,1480.0,-118,20
2010,3350,0.9076,0.845209,0.062391,0.449412,0.22996,0.481575,0.633333,1896,1750,1551.0,146,20
2010,3351,0.760049,0.947721,-0.187671,0.38,0.291851,0.525832,0.133333,1581,1966,1344.0,-385,20
2010,3352,0.983088,0.827362,0.155726,0.49289,0.233095,0.521329,0.741935,2074,1751,1603.0,323,20
2010,3353,0.85268,0.835524,0.017156,0.422199,0.263708,0.50512,0.5625,1817,1792,1561.0,25,9
2010,3354,0.875296,0.934116,-0.05882,0.443443,0.258927,0.490968,0.387097,1928,2082,1451.0,-154,20
2010,3355,1.017417,0.838265,0.179152,0.544048,0.256484,0.522026,0.7,2242,1867,1585.0,375,14
2010,3356,0.825284,0.957512,-0.132228,0.422674,0.255567,0.470012,0.172414,1777,2044,1375.0,-267,20
2010,3357,0.935255,0.868034,0.067221,0.457739,0.243321,0.492031,0.633333,1881,1757,1527.0,124,20
2010,3358,0.884443,0.98435,-0.099907,0.4224,0.218057,0.442242,0.37931,2078,2323,1460.0,-245,20
2010,3359,0.970247,0.869316,0.100931,0.515966,0.221033,0.476337,0.6875,2031,1835,1574.0,196,20
