Season,LowerTeamID,HigherTeamID,Target,avgOffRtg_LowerTeamID,avgDefRtg_LowerTeamID,avgNetRtg_LowerTeamID,avgeFG_LowerTeamID,avgTOV_LowerTeamID,avgReb_LowerTeamID,AvgWin_LowerTeamID,Elo_LowerTeamID,Margin_LowerTeamID,Seed_LowerTeamID,avgOffRtg_HigherTeamID,avgDefRtg_HigherTeamID,avgNetRtg_HigherTeamID,avgeFG_HigherTeamID,avgTOV_HigherTeamID,avgReb_HigherTeamID,AvgWin_HigherTeamID,Elo_HigherTeamID,Margin_HigherTeamID,Seed_HigherTeamID,EloDiff,OffRtgDIff,DefRtgDiff,NetRtgDiff,TOVDiff,RebDiff,eFGDiff,SeedDiff,WinDiff,MarginDiff
2010,3211,3401,1,1.074782,0.765154,0.309628,0.516277,0.206613,0.533192,0.870968,1666.0,722,7,1.019182,0.8271,0.192083,0.493249,0.209994,0.519055,0.78125,1656.0,486,2,10.0,0.0556,-0.061946,0.117545,-0.003381,0.014137,0.023027,5,0.089718,236
2010,3246,3277,1,0.983352,0.780516,0.202836,0.456564,0.210484,0.503856,0.78125,1627.0,505,4,0.941139,0.824315,0.116824,0.457673,0.243849,0.52979,0.709677,1618.0,250,5,9.0,0.042213,-0.0438,0.086012,-0.033364,-0.025934,-0.001108,-1,0.071573,255
2010,3234,3390,0,0.976127,0.928507,0.04762,0.484425,0.23844,0.515135,0.59375,1575.0,107,8,1.115495,0.781994,0.333502,0.526406,0.207107,0.576036,0.96875,1721.0,741,1,-147.0,-0.139368,0.146513,-0.285882,0.031334,-0.060901,-0.04198,7,-0.375,-634
2010,3173,3397,0,0.972959,0.817802,0.155157,0.465242,0.231255,0.547217,0.807692,1618.0,293,8,1.066834,0.821607,0.245227,0.504445,0.215257,0.562512,0.9375,1717.0,557,1,-98.0,-0.093875,-0.003805,-0.09007,0.015998,-0.015295,-0.039203,7,-0.129808,-264
2010,3163,3396,1,1.1452,0.662998,0.482202,0.561939,0.208086,0.583849,1.0,1761.0,1094,1,0.905069,0.799681,0.105388,0.438242,0.257274,0.550124,0.75,1620.0,227,8,141.0,0.240131,-0.136683,0.376814,-0.049188,0.033725,0.123698,-7,0.25,867
2010,3235,3453,1,1.049392,0.849352,0.20004,0.503805,0.228322,0.56003,0.75,1612.0,344,4,1.057038,0.829257,0.227781,0.524642,0.233751,0.520114,0.866667,1633.0,475,12,-22.0,-0.007646,0.020095,-0.027741,-0.005429,0.039916,-0.020837,-8,-0.116667,-131
2010,3280,3326,1,0.964889,0.838833,0.126056,0.46227,0.219493,0.499981,0.612903,1560.0,317,7,1.073154,0.844423,0.228731,0.511632,0.201271,0.537247,0.882353,1687.0,556,2,-128.0,-0.108265,-0.005589,-0.102675,0.018222,-0.037266,-0.049363,5,-0.26945,-239
2010,3304,3417,1,1.067476,0.816844,0.250632,0.514625,0.204344,0.532408,0.966667,1713.0,567,1,0.942043,0.817435,0.124608,0.462851,0.254409,0.541209,0.733333,1619.0,274,8,94.0,0.125434,-0.00059,0.126024,-0.050065,-0.0088,0.051774,-7,0.233333,293
2010,3323,3436,1,1.012403,0.823846,0.188556,0.491263,0.217314,0.521141,0.84375,1664.0,479,2,0.979091,0.812536,0.166555,0.456929,0.203735,0.520923,0.806452,1636.0,341,10,28.0,0.033311,0.01131,0.022001,0.013578,0.000218,0.034333,-8,0.037298,138
2010,3114,3328,0,1.012583,0.798836,0.213747,0.478594,0.185467,0.516362,0.8125,1640.0,462,11,0.962123,0.902141,0.059983,0.466243,0.223402,0.526495,0.69697,1624.0,166,3,16.0,0.050459,-0.103305,0.153764,-0.037935,-0.010133,0.012351,8,0.11553,296
2010,3361,3452,1,0.956673,0.841052,0.115621,0.487549,0.273159,0.517713,0.677419,1593.0,238,11,0.934516,0.763625,0.170892,0.446379,0.241229,0.532842,0.848485,1672.0,379,3,-79.0,0.022156,0.077427,-0.055271,0.031931,-0.015129,0.04117,8,-0.171065,-141
2010,3435,3462,0,0.997407,0.902565,0.094843,0.506959,0.240691,0.497493,0.6875,1595.0,212,6,1.02536,0.802085,0.223275,0.500136,0.238725,0.573197,0.896552,1681.0,462,3,-85.0,-0.027953,0.10048,-0.128433,0.001966,-0.075705,0.006823,3,-0.209052,-250
2010,3124,3397,1,0.993013,0.797297,0.195716,0.484261,0.231303,0.557426,0.71875,1610.0,488,4,1.066834,0.821607,0.245227,0.504445,0.215257,0.562512,0.9375,1717.0,557,1,-107.0,-0.07382,-0.02431,-0.04951,0.016046,-0.005086,-0.020184,3,-0.21875,-69
2010,3181,3361,1,0.970282,0.760556,0.209726,0.457585,0.244431,0.556713,0.84375,1680.0,529,2,0.956673,0.841052,0.115621,0.487549,0.273159,0.517713,0.677419,1593.0,238,11,86.0,0.01361,-0.080496,0.094105,-0.028729,0.039,-0.029963,-9,0.166331,291
2010,3208,3390,0,0.918963,0.806208,0.112755,0.432844,0.23658,0.511175,0.741935,1594.0,261,5,1.115495,0.781994,0.333502,0.526406,0.207107,0.576036,0.96875,1721.0,741,1,-127.0,-0.196532,0.024215,-0.220747,0.029474,-0.064861,-0.093562,4,-0.226815,-480
2010,3211,3462,0,1.074782,0.765154,0.309628,0.516277,0.206613,0.533192,0.870968,1666.0,722,7,1.02536,0.802085,0.223275,0.500136,0.238725,0.573197,0.896552,1681.0,462,3,-14.0,0.049422,-0.036931,0.086353,-0.032112,-0.040005,0.016141,4,-0.025584,260
2010,3163,3235,1,1.1452,0.662998,0.482202,0.561939,0.208086,0.583849,1.0,1761.0,1094,1,1.049392,0.849352,0.20004,0.503805,0.228322,0.56003,0.75,1612.0,344,4,150.0,0.095808,-0.186354,0.282162,-0.020236,0.023819,0.058134,-3,0.25,750
2010,3199,3280,1,1.005172,0.819457,0.185715,0.499876,0.254897,0.547843,0.833333,1655.0,431,3,0.964889,0.838833,0.126056,0.46227,0.219493,0.499981,0.612903,1560.0,317,7,95.0,0.040283,-0.019376,0.059659,0.035404,0.047862,0.037607,-4,0.22043,114
2010,3246,3304,1,0.983352,0.780516,0.202836,0.456564,0.210484,0.503856,0.78125,1627.0,505,4,1.067476,0.816844,0.250632,0.514625,0.204344,0.532408,0.966667,1713.0,567,1,-87.0,-0.084124,-0.036329,-0.047796,0.00614,-0.028553,-0.058061,3,-0.185417,-62
2010,3323,3328,0,1.012403,0.823846,0.188556,0.491263,0.217314,0.521141,0.84375,1664.0,479,2,0.962123,0.902141,0.059983,0.466243,0.223402,0.526495,0.69697,1624.0,166,3,41.0,0.050279,-0.078295,0.128574,-0.006088,-0.005355,0.02502,-1,0.14678,313
2010,3124,3181,1,0.993013,0.797297,0.195716,0.484261,0.231303,0.557426,0.71875,1610.0,488,4,0.970282,0.760556,0.209726,0.457585,0.244431,0.556713,0.84375,1680.0,529,2,-70.0,0.022731,0.036741,-0.01401,-0.013127,0.000713,0.026675,2,-0.125,-41
2010,3390,3462,1,1.115495,0.781994,0.333502,0.526406,0.207107,0.576036,0.96875,1721.0,741,1,1.02536,0.802085,0.223275,0.500136,0.238725,0.573197,0.896552,1681.0,462,3,41.0,0.090135,-0.020091,0.110226,-0.031619,0.002839,0.026269,-2,0.072198,279
2010,3163,3199,1,1.1452,0.662998,0.482202,0.561939,0.208086,0.583849,1.0,1761.0,1094,1,1.005172,0.819457,0.185715,0.499876,0.254897,0.547843,0.833333,1655.0,431,3,107.0,0.140028,-0.156459,0.296487,-0.046811,0.036006,0.062063,-2,0.166667,663
2010,3246,3328,0,0.983352,0.780516,0.202836,0.456564,0.210484,0.503856,0.78125,1627.0,505,4,0.962123,0.902141,0.059983,0.466243,0.223402,0.526495,0.69697,1624.0,166,3,3.0,0.021228,-0.121625,0.142854,-0.012918,-0.022639,-0.009679,1,0.08428,339
2010,3124,3163,0,0.993013,0.797297,0.195716,0.484261,0.231303,0.557426,0.71875,1610.0,488,4,1.1452,0.662998,0.482202,0.561939,0.208086,0.583849,1.0,1761.0,1094,1,-151.0,-0.152187,0.134299,-0.286485,0.023217,-0.026423,-0.077678,3,-0.28125,-606
2010,3328,3390,0,0.962123,0.902141,0.059983,0.466243,0.223402,0.526495,0.69697,1624.0,166,3,1.115495,0.781994,0.333502,0.526406,0.207107,0.576036,0.96875,1721.0,741,1,-97.0,-0.153372,0.120147,-0.273519,0.016295,-0.049541,-0.060163,2,-0.27178,-575
2010,3163,3390,1,1.1452,0.662998,0.482202,0.561939,0.208086,0.583849,1.0,1761.0,1094,1,1.115495,0.781994,0.333502,0.526406,0.207107,0.576036,0.96875,1721.0,741,1,40.0,0.029705,-0.118995,0.1487,0.000979,0.007813,0.035534,0,0.03125,353
2011,3177,3298,1,1.046279,0.845542,0.200737,0.512985,0.214119,0.512124,0.818182,1659.0,482,3,0.939371,0.871659,0.067712,0.462767,0.235354,0.531181,0.62069,1551.0,120,14,108.0,0.106907,-0.026118,0.133025,-0.021236,-0.019056,0.050218,-11,0.197492,362
2011,3181,3404,1,0.987753,0.76936,0.218393,0.470233,0.234995,0.546672,0.90625,1701.0,513,2,0.996488,0.914473,0.082015,0.479316,0.211409,0.505167,0.677419,1585.0,167,15,116.0,-0.008736,-0.145114,0.136378,0.023586,0.041505,-0.009083,-13,0.228831,346
2011,3132,3210,0,1.051752,0.832164,0.219588,0.484914,0.20454,0.513236,0.875,1666.0,485,12,0.930169,0.79351,0.13666,0.461281,0.271946,0.547969,0.69697,1611.0,322,5,55.0,0.121583,0.038655,0.082929,-0.067406,-0.034733,0.023632,7,0.17803,163
2011,3211,3234,1,1.139582,0.828236,0.311346,0.529616,0.180504,0.552291,0.870968,1670.0,731,11,0.999078,0.898584,0.100494,0.463301,0.207466,0.526032,0.724138,1598.0,211,6,73.0,0.140504,-0.070348,0.210852,-0.026962,0.026259,0.066315,5,0.14683,520
2011,3214,3246,0,0.965933,0.778431,0.187502,0.44857,0.227677,0.533212,0.806452,1632.0,389,13,0.9432,0.826105,0.117096,0.432388,0.224313,0.506394,0.75,1631.0,303,4,1.0,0.022732,-0.047674,0.070406,0.003364,0.026818,0.016183,9,0.056452,86
2011,3235,3265,0,1.003383,0.831829,0.171554,0.505267,0.240207,0.554787,0.6875,1588.0,348,7,1.01743,0.737487,0.279943,0.476006,0.171797,0.520447,0.935484,1681.0,556,10,-93.0,-0.014047,0.094341,-0.108388,0.06841,0.034341,0.029261,-3,-0.247984,-208
2011,3266,3400,1,0.965562,0.857771,0.107791,0.488089,0.249089,0.519883,0.741935,1607.0,231,8,1.013873,0.912636,0.101237,0.478557,0.225313,0.524538,0.59375,1561.0,260,9,45.0,-0.048311,-0.054866,0.006555,0.023776,-0.004655,0.009533,-1,0.148185,-29
2011,3201,3314,0,1.0253,0.867973,0.157327,0.488862,0.224402,0.511711,0.78125,1636.0,357,12,0.987124,0.780731,0.206393,0.460297,0.223404,0.533667,0.764706,1631.0,579,5,5.0,0.038176,0.087242,-0.049066,0.000998,-0.021956,0.028564,7,0.016544,-222
2011,3323,3428,1,1.061548,0.752804,0.308744,0.511801,0.241661,0.562432,0.787879,1656.0,743,2,0.878875,0.875212,0.003663,0.4389,0.24703,0.520117,0.516129,1521.0,23,15,134.0,0.182673,-0.122408,0.305081,-0.005369,0.042314,0.072902,-13,0.27175,720
2011,3326,3416,1,1.026878,0.919043,0.107835,0.493474,0.192923,0.50161,0.7,1626.0,231,4,0.976998,0.871623,0.105375,0.440553,0.216461,0.525678,0.677419,1602.0,202,13,24.0,0.04988,0.04742,0.00246,-0.023538,-0.024068,0.052921,-9,0.022581,29
2011,3173,3336,0,0.976727,0.877218,0.099509,0.466562,0.22718,0.540769,0.677419,1599.0,247,11,1.021574,0.914581,0.106993,0.49701,0.22121,0.53971,0.709677,1597.0,267,6,1.0,-0.044847,-0.037363,-0.007484,0.00597,0.001059,-0.030449,5,-0.032258,-20
2011,3385,3403,1,0.930344,0.842078,0.088266,0.446778,0.230129,0.504583,0.677419,1586.0,190,9,0.947567,0.825685,0.121882,0.461301,0.230862,0.528927,0.6875,1590.0,286,8,-4.0,-0.017223,0.016392,-0.033615,-0.000733,-0.024344,-0.014523,1,-0.010081,-96
2011,3390,3413,1,1.141995,0.77996,0.362035,0.540153,0.204929,0.576339,0.935484,1713.0,777,1,0.984232,0.857549,0.126683,0.48363,0.229969,0.482937,0.75,1596.0,300,16,118.0,0.157763,-0.077588,0.235352,-0.02504,0.093402,0.056523,-15,0.185484,477
2011,3113,3396,0,0.893405,0.861904,0.031501,0.418004,0.257634,0.517343,0.666667,1579.0,77,7,1.001686,0.820504,0.181181,0.475552,0.200091,0.524748,0.741935,1626.0,380,10,-47.0,-0.108281,0.041399,-0.14968,0.057543,-0.007405,-0.057548,-3,-0.075269,-303
2011,3391,3397,0,0.911874,0.881069,0.030806,0.458413,0.235168,0.480836,0.612903,1557.0,49,16,1.107949,0.764978,0.342971,0.523056,0.213786,0.574954,0.96875,1732.0,788,1,-175.0,-0.196074,0.116091,-0.312165,0.021382,-0.094118,-0.064643,15,-0.355847,-739
2011,3285,3417,0,0.899056,0.891265,0.007791,0.416763,0.240503,0.515784,0.548387,1536.0,17,14,0.961568,0.795157,0.166411,0.463124,0.24812,0.550224,0.866667,1663.0,332,3,-127.0,-0.062512,0.096108,-0.15862,-0.007617,-0.03444,-0.046361,11,-0.31828,-315
2011,3124,3341,1,1.129524,0.760277,0.369247,0.515634,0.199052,0.568399,0.939394,1730.0,870,1,0.8045,0.763572,0.040927,0.421214,0.27503,0.468758,0.65625,1567.0,116,16,163.0,0.325024,-0.003295,0.32832,-0.075978,0.099641,0.094421,-15,0.283144,754
2011,3163,3216,1,1.131806,0.723378,0.408428,0.555088,0.221297,0.593704,0.969697,1745.0,915,1,0.879968,0.860225,0.019742,0.435633,0.236813,0.474853,0.53125,1536.0,10,16,210.0,0.251839,-0.136847,0.388686,-0.015516,0.118851,0.119455,-15,0.438447,905
2011,3199,3359,1,0.995001,0.861931,0.13307,0.486866,0.249884,0.543611,0.766667,1627.0,275,3,0.980558,0.848721,0.131837,0.527371,0.2208,0.473388,0.766667,1620.0,219,14,7.0,0.014444,0.01321,0.001233,0.029084,0.070222,-0.040505,-11,0.0,56
2011,3207,3343,1,0.920372,0.829141,0.09123,0.446477,0.243273,0.50684,0.666667,1584.0,182,5,1.042486,0.77429,0.268196,0.507855,0.209184,0.532225,0.857143,1635.0,520,12,-52.0,-0.122114,0.054851,-0.176965,0.034089,-0.025384,-0.061379,-7,-0.190476,-338
2011,3208,3292,1,0.945163,0.859111,0.086052,0.446869,0.231891,0.532092,0.677419,1581.0,195,6,0.998264,0.868637,0.129627,0.508946,0.266958,0.52905,0.766667,1605.0,279,11,-23.0,-0.0531,-0.009525,-0.043575,-0.035067,0.003042,-0.062077,-5,-0.089247,-84
2011,3257,3435,1,0.983067,0.828072,0.154995,0.500647,0.246362,0.50637,0.625,1571.0,360,7,1.018285,0.905787,0.112498,0.50735,0.245281,0.519461,0.655172,1580.0,232,10,-9.0,-0.035218,-0.077715,0.042497,0.001081,-0.013091,-0.006704,-3,-0.030172,128
2011,3268,3384,1,0.988621,0.795009,0.193612,0.467787,0.256858,0.577802,0.766667,1621.0,433,4,0.91979,0.886501,0.033289,0.457433,0.241899,0.499361,0.666667,1596.0,80,13,25.0,0.068831,-0.091492,0.160323,0.014959,0.07844,0.010354,-9,0.1,353
2011,3205,3274,0,0.886355,0.812105,0.07425,0.431927,0.234916,0.505984,0.666667,1571.0,141,14,1.019048,0.793558,0.225491,0.476556,0.212905,0.503992,0.870968,1679.0,553,3,-108.0,-0.132693,0.018548,-0.151241,0.022011,0.001991,-0.044629,11,-0.204301,-412
2011,3277,3320,1,0.969283,0.787162,0.182121,0.470227,0.24798,0.55959,0.83871,1647.0,404,4,1.007554,0.787477,0.220077,0.482069,0.197769,0.504841,0.84375,1670.0,493,13,-23.0,-0.038271,-0.000314,-0.037956,0.05021,0.054749,-0.011841,-9,-0.00504,-89
2011,3241,3328,0,0.980207,0.84612,0.134087,0.439348,0.206445,0.534925,0.774194,1634.0,286,11,1.007109,0.888931,0.118179,0.483577,0.216134,0.511887,0.65625,1587.0,300,6,47.0,-0.026902,-0.042811,0.015908,-0.009689,0.023038,-0.044229,5,0.117944,-14
2011,3243,3345,0,0.939226,0.868208,0.071019,0.468029,0.223874,0.492252,0.677419,1595.0,156,8,0.956243,0.860946,0.095297,0.469051,0.249689,0.516053,0.645161,1569.0,205,9,26.0,-0.017016,0.007262,-0.024279,-0.025815,-0.023801,-0.001022,-1,0.032258,-49
